"","sample","Adenine","Adenosine","Adenosine.5.Diphosphoribose","Adipic.acid","Alanine","Allantoin","Anserine","Arginine","Asparagine","Aspartic.acid","Azelaic.acid","Biotin","CAR.12.0","Carnosine","Chenodeoxycholic.acid","Cholic.acid","Ciliatine","cis.4.Hydroxyproline","cis.p.Coumaric.acid","Citrulline","CMP","Corticosterone","Cortisol","Cortisone","Creatine","Cystathionine","Cysteic.acid","Cytidine","Cytidine.2.3.cMP","D.Fucose","Gulonic.Acid.Gamma.Lactone","dAMP","Deoxycytidine","Deoxyuridine","Dihydroxyacetone.phosphate","DL.O.Phosphoserine","Docosahexaenoic.acid","Gluconic.acid","Glucosamine","Glucosamine.6.phosphate","Glucose","Glucose.1.phosphate","Glucuronic.acid","Glutamic.acid","Glutamine","Glutaric.acid","Glutathione","Glycocholic.acid","Guanidinosuccinic.acid","Guanine","Guanosine","Guanosine.5.Monophosphate","Hippuric.acid","Histidine","Hypoxanthine","Indoleacetic.acid","Indolepyruvate","Indoxyl.sulfate","Inosine","Inosine.5.Monophosphate","Itaconic.acid","Ketoleucine","L.Arabitol","Leucine","LL.2.6.Diaminoheptanedioate","Lysine","Maleic.acid","Methionine","Methyl.beta.D.galactoside","Methyl.jasmonate","N.2..Acetyllysine","N.Acetyl.beta.glucosaminylamine","N.Acetyl.D.glucosamine","N.Acetyl.D.tryptophan","N.Acetylalanine","N.Acetylaspartic.acid","N.Acetylcysteine","N.Acetylglutamic.acid","N.Acetylleucine","N.Acetylmethionine","N.Acetylphenylalanine","N.Acetylserine","N.Formylmethionine","N.Methyl.glutamic.acid","NAD.","Nicotinic.acid","Ophthalmic.acid","Ornithine","Orotic.acid","Oxoglutaric.acid","Pantothenic.acid","Phosphoethanolamine","Pimelic.acid","Pterin","Pyridoxal","Quinaldic.acid","Raffinose","Riboflavin","Ribose","X5.Adenosyl.l.Homocysteine","Serine","Shikimic.acid","sn.Glycero.3.phosphate","Sorbitol","Stachyose","Suberic.acid","Succinic.acid","Taurine","Taurolithocholic.acid","Threonine","Thymidine","Thymidine.5.monophosphate","trans.Aconitic.acid","Trehalose","Tryptophan","Tyrosine","UMP","Uracil","Uric.acid","Uridine","Uridine.5.Diphospho.N.Acetylglucosamine","Uridine.5.diphosphoglucose","Urocanic.acid","X10.Hydroxydecanoic.acid","X12.Hydroxy.lauric.acid","X2.4.Dihydroxyacetophenone","X2.Aminobenzoic.acid","X2.Deocytidine.5.monophosphate","X2.deoxyguanosine.5.monophosphate","X3..2.Hydroxyphenyl.propanoic.acid","X3.Dehydroshikimate","X3.Hydroxybutyric.acid","X3.Methyl.pyruvic.acid","X4.Acetamidobutanoic.acid","X4.Hydroxybenzoic.acid","X5.Hydroxy.tryptophan","X5.Hydroxylysine","X5.Oxo.D.proline","X6.Hydroxynicotinic.acid","Xanthine","Xanthosine"
"123","col_sdm_3_M_4",2638214.75,97138.72656,NA,293256.125,124707.9141,5426798.5,12081.47266,582702.4375,39291.93359,267611.75,1156932.25,14943.19531,56037.90625,7102.008789,3492.804199,25494.49414,NA,84968.99219,69045.85938,124148.4219,NA,7633.425781,6342.265625,2793.958008,97144.78125,NA,5299.379395,39784.41016,NA,565017.1875,971842.8125,3565.13208,19144.88867,58499.42578,NA,NA,20944.58203,5852.049805,69519.44531,40691.78906,709094.3125,8122.444336,67334.25,5072828.5,274635.1875,302349.5938,NA,NA,NA,126621.8906,84734.88281,NA,4242.724609,51432.10547,5068383.5,3456.859375,43661.3125,NA,332585.8438,NA,76187.90625,792657.875,577817.875,31023.43164,67225.07813,8358.814453,313965.5938,32846.83984,41165.50391,35507.6875,114532.1016,73435.60938,71422.92188,52470.57422,129623.125,132180.2344,15825.66309,772210.375,137568.6875,873231.6875,51142.28906,254788.2656,90698.86719,24553.10938,NA,1726929.125,27854.68164,37688.96094,9365.792969,1009737.375,298982.9375,NA,107575.9766,2730.244873,280482.0313,144739.6875,4853.851563,7608.121582,NA,3323.607666,167434.8125,26819.41797,3903.272705,1139751,4591.143555,393737.3438,20226520,1002411.75,NA,142947.0781,166178.8906,2647.261475,64200.65234,11660.70313,8215.642578,24067.80859,NA,2176074.5,21528.57031,371069.6563,NA,NA,340911.5938,6309.925781,5450.93457,33308.76953,27540.39844,NA,NA,17985.60352,14891.66113,145993.7031,86598.90625,49507.08984,142698.8125,5792.838379,13737.69238,5330044.5,221609.2031,1694189,12527.63965
"124","col_sdm_8_F_1",1825498,75136.39844,NA,107207.2734,464370.1875,3216017.5,12277.15332,301251.5313,45904.30859,152581.125,1857407,12467.48926,8892.211914,19810.05273,10347.69922,222433.125,5935.195313,123369.2891,45520.33594,175451.9219,NA,397702.1875,4708.59375,NA,411219.3438,NA,3946.510986,34992.51172,NA,594196.5,597683.25,NA,11733.12207,44006.79297,NA,3793.295166,22643.66211,3025.60376,24390.24805,13389.86426,461748.3438,4212.364746,43066.58594,8915956,214041.4219,231467.5313,2504.362549,NA,NA,49014.92578,18597.53125,NA,3107.959229,34003.70703,2875050,NA,27536.1543,NA,48542.04688,NA,29100.21094,420326.9688,224088.6563,24416.26758,80484.78125,7627.431152,161849.3281,39031.4375,27145.90039,14308.5332,65428.93359,70158.375,62153.41016,44445.41406,222246.3281,87306.50781,10534.26855,1257475.75,296608.5,1099761.75,111737.8125,569790.375,133390.5,15877.39355,NA,968736.6875,25037.25195,27135.4043,NA,42703.51563,243116.9375,NA,136740,2559.168701,191105.75,63747.73438,2802.190918,4324.22168,NA,3337.772705,91427.78125,15073.6123,NA,295254.5938,NA,437098.9688,20074818,4039830.25,NA,216797.0469,83682.625,NA,120935.7422,8630.03125,10204.95605,25065.91602,NA,957300.0625,21251.62109,79679.32813,NA,NA,121925.9141,2729.842773,9647.59082,31075.90039,10884.19824,NA,NA,8728.094727,16775.75586,81708.14063,54630.50781,91206.89844,134848.1563,8116.932129,19134.20508,8149368,157042.75,813073.0625,11975.09277
"125","col_sdm_8_F_2",774269.75,112800.7813,NA,81472.67969,337135.3438,2786288,7368.725586,509785.6563,75839.51563,220373.0156,874477.1875,20048.5625,20153.4375,16526.38281,14007.29492,492879.1875,NA,117337.625,46886.21094,250597.5781,NA,298550.6563,11174.99902,NA,284740.125,NA,NA,35557.84766,NA,652943.1875,706513.375,2671.429199,18649.23633,92554.79688,NA,6140.805664,52728.51953,4519.907227,30927.13281,8364.472656,474874.3125,3912.419922,51000.86719,9172534,299020.75,185031.3281,NA,NA,NA,91203.85156,31648.06836,NA,2807.398682,53294.54297,4906835,4720.307129,43316.36719,NA,90347.78125,NA,24669.31055,1120470,247043,26850.76172,76393.32813,12607.07129,237289.2188,65607.23438,42096.95703,16279.15332,90707.98438,74892.57813,85453.92969,50325.01563,166372.8594,57372.39844,12675.13672,853539.375,339669.6875,880861.875,83071.71094,276269.2813,117934.4844,22124.08008,NA,1235813.75,25784.9707,42699.99609,7149.70166,221625.5625,431724.4688,NA,95582.28125,3318.04834,219682.5625,85588.33594,2599.652344,7290.782715,NA,2965.787842,141213.75,15890.11523,NA,441647.0313,NA,214126.7344,24413882,3582992,NA,269079.9688,157622.25,NA,82880.375,8126.758789,22046.20313,39526.4375,2699.508301,1142031.75,17066.86719,144726.5625,NA,NA,141988.7031,6072.113281,17778.72266,23353.62109,9013.375,NA,NA,7824.275391,17250.62305,56411.94531,58058.04297,87277.10938,111440.8125,4234.165527,30627.42578,7024673,191792.5938,1210027,14402.61719
"126","col_sdm_8_F_3",2101914,89705.82031,NA,92696.36719,351096.875,4316362.5,10239.09766,336010.125,51818.14453,163130.1563,1208413.875,11774.91992,11306.61914,14266.94629,14501.57617,294480.4375,NA,102800.1641,53483.68359,219134.1719,NA,421662.875,5602.056152,NA,299651.7813,2648.878418,3175.229736,47449.72266,NA,518581.5625,547798.25,2784.17749,13928.49512,45826.58203,NA,3369.224121,26088.50781,3055.142822,29709.72461,6400.278809,392983.0938,NA,31628.38672,7754430.5,269556.4688,190063.9531,NA,NA,NA,50579.17969,20776.82031,NA,3502.682373,47723.70313,2916140,2677.362793,30452.97852,NA,93134.49219,NA,26837.08984,600360.25,240083.1094,20398.57031,69745.76563,7782.222168,140283.8438,40007.83203,37771.84375,15049.55762,82412.02344,54496.64453,71987.8125,48564.44141,219242.7031,103405.0859,14155.96875,1222050.125,329843.625,976677.0625,87268.14063,511769.1563,128052.375,19442.03516,NA,1064570.875,23911.75977,24578.16797,8312.186523,65931.64844,209676.9063,NA,103339.5391,NA,204058.9063,74231.5,2737.05542,5245.624023,NA,2755.371338,111094.9922,14439.0752,NA,452490.8438,2817.925293,346898.5313,20326928,2691420.25,NA,208520.4531,115124,NA,127070.5313,9388.899414,18536.94922,23805.48047,NA,817774.1875,26166.88477,118695.7344,NA,NA,170247.5625,2582.146484,11753.48242,21885.62305,11516.83105,NA,NA,8959.526367,14543.9375,85861.875,57676.44531,72113.71875,153056.8906,2653.604248,22527.70313,8221527.5,150627.75,610901.75,14042.17773
"127","col_sdm_8_F_4",1959749.125,80541.67188,NA,105399.3359,398507.8438,3829096,8186.508789,351504.5313,56665.41797,176319.3438,1056337.5,14701.92188,9469.024414,14379.64844,25658.25781,325022.0938,NA,89405.47656,58668.60938,231033.8281,NA,332404.6563,7253.047852,NA,329478.2188,NA,2576.974854,42635.64844,NA,554612.875,515732,2900.216064,19659.86914,53221.47656,NA,2927.154541,20221.11133,3183.007568,27601.63086,9573.132813,442688.4375,NA,25334.99219,8697878,246968.1406,204553.7344,3452.788086,NA,NA,45347.39063,19625.33203,NA,3038.181152,43070.18359,3207665.75,2871.161621,37286.83594,NA,51411.41016,NA,26229.02539,648179.5625,237221.7656,26301.51758,59509.02734,10119.96973,159389.1406,45287.66016,41598.50781,18061.70703,61345.72266,55156.23047,57573.52344,42773.01172,106252.4766,76093.17188,12233.65332,1373749,353108.9375,877823.3125,86748.94531,585324.625,122045.1484,19118.39453,NA,1231907.5,26241.24414,27576.30859,5752.373047,62244.69531,223386.1719,NA,94281.99219,3212.300049,233761.8438,84850.1875,NA,5510.178711,NA,NA,91255.9375,14831.37012,NA,627369.375,2834.148926,293883.5,21608700,3032898.75,NA,203756.7969,139262.0469,NA,146262.1719,4957.712402,12131.76367,27345.29688,NA,935484.875,48939.23828,84957.25781,NA,NA,258918.375,4140.643555,10835.25879,33008.19141,14151.18945,NA,NA,7049.346191,16663.4668,117515.2266,51602.94141,64237.4375,97590.55469,5020.112793,22188.07031,7322192,182915.1094,759357.375,11772.2334
"128","col_sdm_8_M_1",1725493.125,75031.33594,NA,140411.5781,419335.9688,6481628,8312.438477,296982,49797.80078,160175.0781,2724484,4861.042969,15461.25586,10670.91406,15571.21875,229842.5938,NA,96751.14844,49284.75,194465.9219,NA,396820.5313,6514.251953,2551.669678,366138.7813,2764.745117,2986.655273,33491.90625,NA,414182.3125,432443.1875,2628.294434,22606.50195,47846.53516,NA,5519.783203,14647.56055,2613.359619,26900.48242,12099.81738,865937,2651.69458,38746.10156,7740160.5,325004.7188,204215.7656,2779.572998,NA,NA,61642.01953,26215.29492,NA,3605.845459,37545.23047,2632216.75,4693.828613,21779.88867,4928.669434,208610.0156,NA,34868.54297,452765.0625,443347.9375,33589.16797,66638.35938,5860.308105,163844.3125,46602.74219,27035.57617,15263.72852,68651.51563,56733.71484,58501.65234,54482.86328,436511.3438,101561.7422,45443.32813,989365.8125,293124.3438,1045786.625,90466.34375,616729.3125,146701.1406,18545.36328,NA,845169,26074.02344,23175.33984,6799.277344,12452.41895,146107.0938,NA,126113.2813,4469.240723,195286.0313,55586.12891,2573.919434,2697.314941,NA,NA,109486.9688,19798.47266,NA,361431.1875,NA,612659.125,17830154,1980504.875,NA,317197.9375,166706.6563,NA,136714.3438,6570.099609,27108.75781,49454.44922,NA,582184,19655.65625,169315.6406,NA,NA,216903.5,16282.11523,15293.17871,34025.20703,11529.56055,NA,NA,11538.62988,16195.63477,80860.07031,100894.5703,67856.1875,312890.9063,3963.423828,25161.2832,8421813,125096.9063,560654.75,13492.16016
"129","col_sdm_8_M_2",1589931.875,200734.2656,NA,163289.1563,562822.1875,7353843,9095.376953,519293.375,80355.54688,193432.1563,1902702.5,9351.435547,13732.83496,17290.0957,20978.50391,244917.1875,NA,155749.1875,64571.30859,173335.0625,NA,417675.8125,7228.55957,2861.776855,471474.4688,2821.331055,3848.595947,45819.04297,NA,509258.25,615408,2651.411621,39211.95313,122351.25,NA,3277.801514,18159.37695,3338.469238,29670.17773,9084.671875,1159323.125,NA,64407.88672,8352809.5,376728.0938,226721.3594,4375.173828,NA,NA,97827.03125,33406.0625,NA,3298.679443,55157.28516,3599932.25,5642.423828,37613.75391,4193.74707,124748.1953,NA,37489.78125,795992.75,389327.25,32430.26172,71102.25781,10679.37988,202689.4219,63756.24219,42200.90625,15376.62109,104508.875,82729.97656,79320.6875,58657.18359,337021.9063,99604.55469,52052.91406,1031390,349114.25,1189892.875,109684.2344,626334.875,168325.4219,17259.96484,NA,1034191.438,27418.32617,36684.05469,6373.016113,49098.65234,247955.2969,NA,126993,3481.255859,204046.3281,64523.77344,3246.319824,6753.020996,NA,3060.847412,188164.7969,24048.61719,NA,511218.9063,NA,443412.3438,23938170,2712538.75,NA,355968.9375,312737.5938,NA,164100.5156,10182.96191,20958.41016,58910.14844,NA,717049.3125,16236.44238,175614.5625,NA,NA,296553.4375,29108.07617,22623.04883,52311.65625,15739.05664,NA,NA,10888.29883,18525.39844,140087.9844,129726.5703,91718.92969,404076.9688,7501.220703,28006.70898,8368388,141758.6875,824559,15468.66113
"130","col_sdm_8_M_3",1125920.125,160526.4063,NA,145934.3594,388062.6563,5826014.5,8903.263672,524391.5,77870.625,251333.8281,2113350.5,11401.16309,12048.29297,14849.05957,17206.27734,283364.5938,15707.53223,171093.6563,56296.51953,266803.0313,NA,320030.75,6227.172852,2827.126709,319254.875,2729.85791,3560.974121,39647.61328,NA,558422.125,635686,2954.317871,33349.38672,114071.5859,NA,4870.271973,12149.52344,3351.781006,33214.13672,11256.60449,881680.875,3034.098389,52534.12891,10296344,367424.25,223704.3438,2584.442871,NA,NA,93703.59375,47502.78906,NA,4270.232422,59927.19141,4477271.5,7784.52002,41581.94531,NA,282013.4688,NA,28803.93555,994066.4375,453495.75,34379.42188,77343.19531,10363.29199,237294.0625,67024.9375,33606.19922,15050.46484,112608.4688,68860.53125,70768.41406,57775.55078,185634.9531,50938.45313,39610.22656,956623.5625,379246.875,1350054.875,109042.2656,450564.4688,160841.8906,19881.10938,NA,1311632.25,28487.61328,32949.81641,5512.369141,113145.3438,300187.4063,NA,166941.9688,2997.845947,220298.75,73921.20313,NA,4512.861816,NA,NA,156962.1719,19958.86133,2656.929199,496228.375,2943.384033,437449.1875,25287454,3280183.25,NA,316759.9688,262635.5938,NA,156315.2188,8772.637695,25086.61719,47048.37891,NA,961221.875,18964.83789,243447.7344,NA,NA,274776.875,10378.3252,22306.22656,29480.22266,17154.21094,NA,3907.844482,17238.66797,14567.33008,111592.3984,90486.89844,93495.48438,293895.25,3898.708008,28757.95703,11271544,200618.375,1071703.75,19303.93359
"131","col_sdm_8_M_4",788857.5625,112485.7109,NA,199905.8125,295608.75,5510730.5,5930.446777,243709.7031,27570.20117,138139.5938,1736039.625,7280.955566,11143.45801,10632.09961,23194.3418,184465.7969,NA,121591.375,51225.33594,145460.4531,NA,329287.2188,7834.870117,NA,255334.1719,NA,3381.250488,37622.34375,NA,496048.4063,536335.4375,NA,26691.46094,68787.79688,NA,2607.98584,5300.725098,3546.390869,30527.98438,11022.56055,970983.125,3055.966797,45493.27344,7477821.5,236006.5156,266129.1563,NA,NA,NA,88699.48438,42341.19141,NA,3502.742432,34730.91016,2537422.5,3375.820068,44018.94141,4097.036133,440140.1875,NA,47153.56641,756458.1875,474083.9688,30539.24609,88412.38281,6742.403809,166986.5938,43382.45313,37138.55469,47681.88281,82956.25781,63502.33984,72954.85156,61392.07422,423413.5313,52538.95313,45734.9375,635427.75,292722.9375,1206846,93949.01563,250188.4219,166780.375,17058.98438,NA,904652.8125,27472.03906,22455.13281,5473.449707,241917.3125,199707.8281,NA,136905.9219,5080.090332,220676.8594,69942.71875,3756.205322,4006.212646,NA,5370.827637,71095.01563,19370.07031,NA,431190.5938,2624.099609,454231.75,13902588,2042689.25,NA,256141.3594,216398.8281,3440.229004,142095.1719,9210.243164,16075.83008,25538.28906,NA,539392.875,16540.56836,259094.0313,NA,NA,182739.2344,11510.31934,15377.92578,34772.54688,14864.4834,3713.22876,NA,10762.2832,18969.64648,82015.53125,108452.1953,76953.20313,376973.8125,8556.015625,24013.85352,9492816,183328.6875,552992.375,17259.39453
"132","col_spf_12_F_1",1704687.125,192686.2969,NA,225696.0625,74443.99219,18572.69141,4531.943848,31094.34766,17532.27734,145727.6563,1516651.75,14765.1416,3470.296875,4217.907715,1721964.875,1112451,NA,27517.44336,43832.90234,46173.25,NA,258721.3281,9438.693359,4015.00415,57258.66016,NA,NA,26504.03711,NA,58301.27734,454329.125,3142.063721,53135.18359,50171.48438,NA,NA,13692.14453,NA,15338.87402,5547.14502,745878.4375,2728.395996,31213.95898,1078784.375,55808.78125,529625.8125,NA,5482.273926,NA,217627.5156,50069.94141,NA,4151.067871,25376.15625,1709079.25,NA,19985.33594,83027.75781,298170.875,NA,23608.56055,52362.39844,13190.72559,8046.577148,24328.43164,3109.252197,343431.5,13473.33398,17280.4707,46334.66797,31334.125,21177.92773,71974.39844,13710.31934,272858.375,80294.47656,20056.0332,751597.4375,351354.75,617772.6875,104160.1875,255587.4531,214367.7344,14490.91406,NA,123057.1875,19478.12891,4069.201172,7214.994141,17901.88086,316346.125,NA,176543.6094,3893.862793,132421.8906,62700.77734,3160.270508,4463.125,2531.937744,NA,36986.79297,9278.463867,NA,55618.67188,NA,385261.0938,91518496,246250.1406,NA,33984.67969,242019.3125,NA,191410.6563,11598.07129,11762.9707,13783.8125,NA,191041.9844,17768.16992,279200.9688,NA,NA,123437.9766,10770.75,24701.63086,61226.05859,9167.280273,NA,NA,7572345,14336.05566,137435.125,91834.65625,59635.94531,347333.125,3532.399658,19530.43945,302991,62649.26563,414774.7188,12749.88184
"133","col_spf_12_F_2",2563086.75,212796.7813,NA,164442.6875,27497.68945,12801.38574,5680.418945,80907,19669.25195,207853.6563,1956711,16723.80273,3910.409424,7833.259277,2509035.75,351825.4375,NA,10153.9248,62594.26563,137702.1406,NA,143056.3281,7870.931152,2746.060547,21834.51563,NA,2567.84082,17256.49023,NA,63938.56641,341746.0313,NA,62998.70703,88178.27344,NA,NA,35595.32422,NA,17373.44922,3838.614258,405103.6875,4479.724121,31510.17773,1893760.125,103998.7734,721895.875,2857.779541,3348.452881,NA,208460.6563,30197.53125,NA,4184.505859,24055.96484,2902312.25,3835.091064,22521.42578,30974.93359,222113.7031,NA,29735.54688,64205.82031,11945.77246,11692.08691,32459.56641,5519.961426,359301,24654.31641,21670.21289,13124.36719,57748.40625,22222.11523,81147.64844,9763.772461,163179.1094,65115.89844,16174.46094,645293.1875,453567.1875,768926.9375,159527.8281,274893.375,250274.9219,16469.8125,NA,299487.4063,25664.07422,8024.772949,8108.629395,8629.044922,336272.0938,NA,129448.5547,3534.407959,146790.4688,88596.4375,3102.597168,4143.574219,3157.478516,NA,62824.51172,10568.86426,NA,57950.71875,NA,486477.5938,40258228,368345.4063,NA,49452.73828,343151.3125,NA,187099.5469,10978.97168,6803.61377,34195.91797,NA,469707.4063,31473.27148,301677.6875,NA,NA,662317.125,15035.34961,21465.87891,72741.99219,12010.72461,NA,NA,7778802,11767.21973,113001.9531,54917.44922,56004.91797,238324.0938,4493.803711,15024.9209,487191.3125,77267.64063,713103,9536.946289
"134","col_spf_12_F_3",1831917.75,305330.875,NA,161473.1563,15963.84863,10181.3584,4284.517578,114407.0313,30225.57031,225026.0781,1544392,10065.32715,3505.274902,9099.682617,2358324.25,1606057.25,6050.701172,10783.17676,86072.14844,240638.0469,NA,157824.0156,7313.388672,3422.621826,14798.88184,2868.580322,NA,26032.17383,NA,47867.89453,481663.9063,NA,62487.42969,142826.3594,NA,NA,25354.18945,NA,14797.16309,4168.694336,1110422,3769.769043,40276.05859,2074609.625,144736.3438,599227.0625,NA,12651.0957,2878.869873,331385.5938,42070.69141,NA,5759.828125,39422.74609,2828573.5,NA,33021.79297,495827.6875,229819.2969,NA,31953.70703,179648.4688,12814.22852,19820.56445,50001.86328,6050.840332,436958.3125,30537.13867,18682.10742,13708.31152,67355.9375,51017.35547,105678.7031,8376.415039,160731.5156,42678.67188,14276.89941,538821.4375,36266.33594,68731.92969,17175.93945,298153.5313,51349.71484,17478.83398,NA,200065.3906,27601.34961,13071.10156,9468.666992,7401.618652,348458.4688,NA,103479.2344,3053.956787,139679.4844,92239.44531,2865.929443,3519.307861,NA,NA,101116.1406,8850.40332,NA,41452.51172,NA,357495.4063,56265480,2117267.25,NA,78054.83594,337133.4375,NA,170211.6875,13230.52832,16541.16406,49867.91406,NA,427667.875,27649.41602,240056.4688,NA,NA,723954,18398.79297,32859,65686.09375,13597.20801,2739.218018,NA,7787148,10964.30273,180142.625,113958.3828,27489.97461,280530.1875,4435.198242,12521.66504,516635.0625,59045.13672,620747.5625,8321.197266
"135","col_spf_12_F_4",1612702.625,285359.125,NA,125344.7656,11434.77637,11432.0127,4744.991211,107486.125,27529.02539,230752.9375,1340578.875,12202.63574,4344.437012,7341.366211,311288.9063,1978170.25,NA,10923.70313,63360.21484,260643.5938,NA,134778.7969,5313.688477,3044.71582,7417.979492,NA,2771.462158,32724.44727,NA,50506.05859,440156.9688,NA,56847.90234,275342.4688,NA,NA,14700.10156,NA,15395.4209,3114.417725,615720.875,NA,49965.35156,2763910.25,117027.9766,415427.6563,2925.317627,6432.917969,NA,324609.5938,14398.44043,NA,3660.748535,24519.32227,4868966.5,3825.219727,38224.10938,238464.5,86949.21875,NA,16389.01367,632032.75,13346.88477,11866.35352,46806.57422,5606.631348,318821.5938,33564.13672,20186.44531,19537.24609,60047.53125,40305.92969,94727.60156,10926.10254,124612.375,71208.89063,14083.40234,830502,485753.9375,619190.8125,101451.7188,323094.125,215976.125,17455.54102,NA,269773.6875,26518.19531,15049.57715,NA,73245.09375,556740.8125,NA,96239.03125,4118.489746,153822.9688,68946.83594,NA,5987.902832,NA,NA,99640.15625,12599.07617,NA,50882.62891,NA,351765.9688,34872052,2311698.5,NA,78964.50781,485631.4375,NA,176541.8594,13370.7168,11793.22754,35499.92578,NA,863795.0625,27890.25195,161881.7344,NA,NA,831615.4375,12820.60449,19784.16016,44061.99219,11433.69629,NA,NA,3707165.25,9196.828125,103122.2188,66422.77344,43469.875,147659.3438,3951.174072,12966.34375,553079.4375,56147.60156,1528633.375,10853.30859
"136","col_spf_12_M_1",928472.75,226960.9063,NA,177460.3281,94449.5,31216.09375,10068.75684,44628.45703,11943.00879,94672.52344,3443116.25,8807.768555,3702.7229,14048.27832,2294375,589238.8125,NA,20037.74609,50998.39844,112212.7266,NA,210364.4063,7374.870117,5737.821289,70257.97656,NA,7054.690918,61072.59375,NA,101404.7266,418890.5,5985.685059,45561.41797,76508.14844,NA,NA,41983.38281,NA,9746.132813,6103.571777,823855.375,3613.898193,16633.73438,725744.25,97564.25781,674338.6875,NA,4433.507813,NA,124423.9766,67901.11719,NA,5141.637695,51624.12109,1832119,44856.26563,21243.68555,3730.942627,752104.25,NA,51981.43359,50087.35938,26297.86523,15871.2998,18011.18164,10767.86816,268593,24040.2793,9983.169922,20834.3457,57402.18359,27823.87695,162724.7969,6213.983887,272793.0938,62082.6875,32767.61523,172018.875,373042.6563,755475.8125,169352.1875,66181.25781,255467.7656,13559.58008,NA,593531.9375,10182.64063,8313.208984,NA,4673.263184,301337.6875,NA,140833.875,3315.981201,66509.00781,83230.74219,3098.611084,4220.25293,14245.89746,NA,62852.78125,11774.61914,4259.380859,40134.76953,NA,802536.5625,32350034,1432655.625,NA,36607.28125,264930,16781.85352,3230.908691,19394.29492,17131.1543,36312.52344,NA,772778.1875,90001.46875,351155.9375,NA,NA,371297.875,10759.87012,17031.18555,155749.4063,9991.939453,9322.573242,NA,18516310,14924.3877,111958.2266,103200.3516,132347.7188,554854.0625,3467.146484,27539.92969,274527.875,54801.99219,2095194.125,16620.20117
"137","col_spf_12_M_2",757726.25,151448.625,NA,153763.4531,198461.0469,23035.45898,6094.474121,82311.96094,8025.092773,115962.2344,2175068,8481.734375,2945.766113,13504.31152,1677991.375,445169.0313,NA,10977.08887,244611.0781,98760.21094,NA,386275.3438,7408.818848,3476.574463,149096.0313,NA,4005.696289,39021.28906,NA,87908.71875,470156,3509.080566,25551.88672,44169.22266,NA,NA,27742.38867,NA,9325.242188,3687.841553,979106.375,2682.942627,28031.56836,698466.6875,114115.125,576242,NA,5256.371094,NA,148600.5781,65181.79297,NA,4969.922852,31937.64453,2044505,79464.4375,13896.29102,7859.868652,810118,NA,31921.27344,69320.39844,10048.20703,23900.37305,20549.67578,5764.57373,158626.625,14752.44922,8191.54248,19436.41602,41620.60938,19557.52734,114766.4844,8332.318359,157807.7656,56716.92969,17201.66992,216678.625,301746.2188,581114.0625,140681.9219,33371.72266,208981,14334.47754,NA,635024.5,8634.616211,7412.325195,NA,5762.186035,247019,NA,126214.6016,3194.541748,49565.36328,58750.42578,4883.526855,4360.320801,18430.97461,2873.279541,58356.45313,10743.56738,2837.743408,34904.07031,4170.730469,502989.0938,22224324,884160.125,NA,36989.89453,168525.1406,11702.06738,NA,18219.36914,12506.91602,28379.5332,NA,412139.9688,38375.03125,389874.6875,NA,NA,232869.8594,9282.833984,21120.72656,153328.8906,9098.897461,8969.888672,NA,20804292,10480.6875,126902.6875,105581.7734,106306.5156,641810.5,3108.588379,21451.4668,260844.1719,45304.54688,482258.1875,16219.67188
"138","col_spf_12_M_3",732017.75,287277.5625,NA,194922.4531,104862.7422,26700.53711,6663.140137,130998.7813,13174.49902,126880.7813,2653615.75,4438.117676,2543.779297,13128.25488,2291342,661902.3125,NA,14423.00684,48926.49219,124974.3594,NA,607179.8125,10181.10547,6145.89209,83116.25,NA,3892.361816,36781.08984,NA,101769.1953,685919.6875,NA,51716.52344,106411.2344,NA,NA,41394.71875,NA,7753.099121,3499.703613,1581222.375,NA,40811.97266,955857.4375,135190.375,548727.5625,NA,12554.06445,NA,288267.25,93429.54688,NA,6065.921875,44471.97266,2268815,102091.7031,18129.13477,6274.992676,776644.5,NA,34473.77344,147480.9375,13927.90918,21656.73438,41714.20703,5673.374023,166722.25,21622.57227,8746.152344,18238.76367,67629.67969,30400.72656,224427.125,7579.966309,193245.25,82239.38281,33331.01953,384414.8125,229480.4219,635739.625,170887.2031,29925.88672,287896.3438,15115.74609,NA,713507.875,11193.30469,12551.16113,5333.826172,5822.098145,349837.4375,NA,133768.9844,3200.35791,70193.75781,70740.22656,8050.97168,5095.673828,10047.86426,NA,80133.69531,11907.54395,NA,44222.07031,3039.64624,737873.3125,25415444,825514.5625,NA,51828.54688,303087.6875,6693.115234,NA,23201.7832,15060.68164,38513.63281,NA,640909.1875,24060.19727,384830.625,NA,NA,461755.25,12806.96094,13322.26465,170757.8594,8007.95459,5326.390137,NA,16989406,15065.43164,161290.9063,176402.9844,137360.5,725275.625,4712.919434,21268.54688,358102.75,58941.16797,636596.5625,17950.19727
